,State_FIPS_Code,County_FIPS_Code,Population_Size,LBW,Premature,Under_18,Over_40,Late_Care,MVA,Suicide,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Toxic_Chem,Pap_Smear,Mammogram,Proctoscopy,Pneumo_Vax,Flu_Vac,No_Exercise,Few_Fruit_Veg,High_Blood_Pres,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate
145,5,73,8027,10.5,16.0,9.9,0.5,24.4,33.7,15.6,1903,231,322,520,443,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.2,1636,1242,345,37.4,12.5
2907,51,187,35556,6.4,11.5,3.1,3.3,15.3,17.1,12.9,5781,538,599,1984,1654,137081,93.0,-1111.1,-1111.1,-1111.1,-1111.1,28.1,-1111.1,19.6,10.1,3344,3750,593,36.6,19.7
1054,21,127,16166,9.3,15.5,5.6,1.1,13.4,31.1,14.1,4634,481,1167,1070,902,8876624,78.6,-1111.1,-1111.1,-1111.1,-1111.1,40.8,85.7,33.8,8.1,2462,1926,911,37.1,30.9
1543,29,125,8989,7.1,9.5,3.5,1.5,20.7,41.6,17.0,1559,226,247,595,421,1122,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,18.1,-1111.1,-1111.1,4.1,1269,1038,229,11.1,22.2
2685,48,329,121371,7.6,12.5,7.1,1.5,17.7,19.6,12.6,15461,2507,3008,6152,5286,67670,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,25.2,-1111.1,19.1,6.2,21240,12947,1715,62.6,36.3
444,13,121,915623,10.1,13.7,4.3,3.0,18.1,11.4,8.7,96140,26339,22639,54648,45880,1389400,89.2,85.5,54.1,62.1,65.1,21.0,74.0,22.5,5.0,122672,60684,11782,151.3,62.7
1598,30,5,6629,6.1,11.8,7.0,1.5,31.2,50.9,29.7,851,128,328,440,358,-2222,81.0,73.9,33.6,65.8,66.9,27.5,80.5,28.6,8.0,1672,822,108,60.3,30.2
2723,48,405,8907,8.5,14.9,10.3,1.5,21.5,61.7,21.6,1883,249,290,492,364,525,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1673,1627,325,44.9,33.7
1703,31,103,902,-1111.1,-1111.1,-1111.1,-1111.1,19.8,-1111.1,-1111.1,113,15,12,55,30,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,316,195,17,0.0,0.0
839,19,105,20509,6.4,9.8,2.9,1.2,10.9,24.4,11.0,2113,543,331,1203,772,96206,82.6,-1111.1,-1111.1,-1111.1,-1111.1,20.6,-1111.1,22.0,5.2,1494,3119,303,14.6,39.0
2298,42,113,6391,7.1,8.2,2.7,1.5,-2222.2,30.2,-1111.1,1009,176,161,380,340,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,875,1314,196,15.6,0.0
2164,40,71,46480,7.1,11.2,6.1,1.5,27.9,27.3,14.7,5864,1206,1272,2789,2017,624460,77.1,76.6,26.2,64.4,73.7,29.9,83.3,30.6,9.5,8331,8055,1133,53.8,53.8
2503,47,155,79282,8.4,14.4,4.4,1.4,9.4,24.0,11.4,14176,2682,2743,5145,4035,9623,79.3,80.3,-1111.1,-1111.1,-1111.1,30.9,71.1,27.3,11.7,10677,9899,2280,56.8,20.2
227,6,87,249666,5.3,9.7,3.3,4.5,9.2,12.2,13.0,27158,9160,7145,13112,17527,507,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,16.8,64.9,17.7,6.9,41479,24187,3875,101.7,62.5
253,8,21,8512,7.1,9.1,7.5,1.1,22.1,41.7,19.9,1413,297,281,574,690,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2250,1222,252,35.2,0.0
632,17,79,10020,7.2,12.1,3.4,1.9,11.1,23.9,-1111.1,1184,308,172,548,594,2227948,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1193,1570,160,20.0,20.0
962,20,153,2672,5.3,6.6,2.9,-1111.1,12.8,34.0,-1111.1,297,53,55,180,131,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,333,692,54,112.3,0.0
2493,47,135,7574,7.7,10.4,5.1,2.6,23.9,48.0,20.0,1879,241,282,485,392,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,951,1159,326,26.4,13.2
1188,23,27,38705,5.3,9.5,3.0,2.2,13.7,21.3,13.1,4157,1053,1065,2744,2816,37741,80.6,80.6,43.8,64.5,71.7,23.7,73.4,24.2,7.0,4000,5203,1139,64.6,23.3
2541,48,41,156305,7.2,11.0,5.1,1.5,10.5,16.8,8.8,14048,3454,4331,8329,9879,1720824,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,20.4,77.1,25.6,3.5,26643,10548,1437,102.4,39.0
60,1,121,80457,11.4,16.6,6.9,0.8,22.1,29.8,9.6,16423,1723,4701,4547,3867,1344808,78.5,-1111.1,-1111.1,-1111.1,-1111.1,34.1,79.1,42.2,10.9,12378,10035,4300,38.5,21.1
299,8,113,7213,7.8,10.1,0.9,5.6,18.8,39.0,-1111.1,354,228,207,564,516,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,951,278,29,124.8,27.7
2394,46,71,2858,5.7,12.0,6.5,2.8,29.0,35.9,-1111.1,276,88,103,143,111,-2222,78.6,-1111.1,-1111.1,-1111.1,-1111.1,22.7,75.8,-1111.1,12.2,776,328,44,0.0,35.0
2584,48,127,10395,7.3,13.1,10.7,1.1,19.4,34.6,-1111.1,2737,320,321,505,458,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3152,1196,233,28.9,9.6
2731,48,421,3002,5.3,10.4,5.8,1.8,28.3,34.7,-1111.1,501,64,54,152,129,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,620,389,24,33.3,0.0
1147,22,73,148237,10.9,15.7,5.7,1.2,14.7,20.0,10.2,19676,4469,3257,7665,8287,10066982,82.6,76.3,41.8,59.1,59.3,35.7,83.2,24.0,6.5,25482,17256,2862,107.3,50.6
570,16,43,12242,6.9,9.2,4.0,2.1,29.2,33.5,14.1,1429,244,225,729,525,-2222,77.6,-1111.1,-1111.1,-1111.1,74.0,24.1,81.9,29.6,7.7,2797,1528,218,16.3,24.5
2042,39,3,106234,9.6,14.3,5.1,1.2,15.9,17.6,6.6,12049,3266,2584,7146,5309,20993998,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,30.7,74.5,20.7,1.9,10457,14658,2197,76.2,38.6
1666,31,29,3866,5.1,7.0,4.2,-1111.1,18.6,-1111.1,-1111.1,369,61,61,240,139,28237,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,20.8,-1111.1,-1111.1,6.6,611,854,46,129.3,25.9
1642,30,93,32982,7.9,11.5,4.0,2.2,15.2,16.0,20.4,3353,748,781,2414,1749,26365237,84.0,87.3,39.2,69.5,73.6,23.9,78.9,28.7,4.8,4906,5330,1051,84.9,48.5
3050,55,9,238987,6.1,10.6,2.9,1.7,16.1,12.5,11.5,21368,6140,4403,15150,12663,3874324,85.1,84.4,58.9,64.2,70.1,18.7,78.1,23.9,6.2,19654,24792,3503,82.8,53.6
657,17,129,12738,6.9,11.5,2.9,2.2,8.5,27.7,9.8,1016,312,294,697,753,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1170,1697,205,39.3,23.6
1539,29,117,14291,7.1,10.1,5.3,1.0,7.1,25.1,9.8,1937,351,283,962,655,10447,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,29.8,72.1,-1111.1,10.7,1514,2568,374,21.0,56.0
2145,40,33,6589,6.8,11.3,6.1,1.3,14.9,26.9,18.0,1029,123,197,404,286,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.3,1192,1023,143,30.4,15.2
1620,30,49,58449,8.3,11.7,3.5,2.4,8.5,17.8,17.9,3447,1154,1124,4252,3040,10861,77.8,79.3,46.2,74.5,75.2,19.5,78.6,21.1,5.7,6333,6836,1346,90.7,54.7
1349,27,75,11156,5.9,8.3,3.4,3.0,15.1,10.9,-1111.1,1100,258,128,651,596,30958,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,21.8,-1111.1,-1111.1,8.8,920,2150,224,98.6,35.9
2620,48,199,50976,7.2,10.6,4.1,1.0,13.6,27.4,13.6,6825,1606,1265,2700,2187,111748,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.5,6640,6053,1068,25.5,21.6
1006,21,31,13414,7.9,11.4,7.3,1.1,20.4,39.1,17.2,3617,420,732,884,740,2232492,82.3,-1111.1,-1111.1,-1111.1,-1111.1,34.5,84.3,-1111.1,8.1,1861,1465,522,22.4,7.5
479,13,191,11068,8.7,11.4,7.1,0.8,22.7,37.6,14.4,2133,280,370,658,541,1120,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,28.8,-1111.1,-1111.1,9.8,2264,1311,462,9.0,18.1
1815,35,41,18238,5.9,10.4,8.1,0.6,33.7,21.4,10.5,2521,388,501,1106,1256,1684,77.1,-1111.1,33.0,-1111.1,71.5,33.8,81.4,22.5,6.8,4828,2170,396,21.9,16.4
1591,29,223,13097,9.9,13.7,7.3,1.3,18.0,50.8,15.4,3689,390,565,884,605,36573,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,34.5,-1111.1,-1111.1,9.1,2507,2820,881,30.5,15.3
1168,22,115,48745,7.1,12.1,3.6,0.6,12.8,25.9,12.8,5553,1354,1466,2352,2630,110911,80.8,83.8,-1111.1,-1111.1,-1111.1,27.3,79.2,23.9,5.1,8974,4108,909,41.0,28.7
2027,38,79,13864,6.0,11.2,9.7,1.0,26.3,48.5,19.1,2098,504,294,696,481,7,86.0,-1111.1,-1111.1,-1111.1,-1111.1,29.3,81.0,21.9,13.7,3056,1302,331,64.9,57.7
3022,54,63,13507,6.9,11.8,3.9,1.3,17.4,28.4,9.3,2553,276,833,1028,565,12108,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,31.5,82.7,-1111.1,12.4,1581,2425,697,14.8,7.4
754,18,119,22823,6.6,9.5,4.9,1.1,21.4,17.9,12.3,3874,708,554,1556,990,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,29.5,-1111.1,-1111.1,4.8,2780,2519,473,21.9,13.1
878,19,183,21457,5.6,9.1,2.0,2.3,15.9,17.4,11.5,2566,502,299,1207,756,135,79.5,-1111.1,-1111.1,-1111.1,-1111.1,22.4,82.7,23.4,4.2,2006,3710,376,46.6,37.3
55,1,111,22717,9.8,16.0,7.8,0.5,16.6,41.6,17.3,5839,535,956,1281,1084,21996,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,35.2,-1111.1,-1111.1,8.1,3575,3357,869,26.4,17.6
2616,48,191,3700,6.9,13.8,10.2,1.7,25.5,57.4,-1111.1,925,92,115,191,149,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1077,741,83,27.0,0.0
2286,42,89,163234,8.2,13.0,2.2,4.3,-2222.2,21.2,11.3,17234,4167,2928,9037,8760,78601,84.0,-1111.1,-1111.1,-1111.1,-1111.1,23.7,72.3,27.3,7.3,16679,17428,3722,50.2,27.0
1151,22,81,9465,10.6,15.7,9.9,0.8,20.7,38.3,-1111.1,1885,301,333,481,520,35,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.8,1816,1254,285,21.1,21.1
154,5,91,43162,9.4,16.1,6.3,0.7,19.7,20.1,15.1,7343,879,1296,2732,2388,168463,73.3,58.3,-1111.1,-1111.1,-1111.1,34.0,80.5,27.5,9.7,7040,5041,1281,67.2,37.1
2333,45,39,24047,11.2,16.6,8.0,1.5,29.5,39.6,16.3,5334,915,760,1407,1133,30865,83.2,-1111.1,-1111.1,-1111.1,-1111.1,31.0,79.9,-1111.1,12.3,3878,2933,728,54.1,16.6
443,13,119,21590,8.5,12.2,7.0,1.0,15.3,42.7,18.4,4786,600,792,1321,1105,12517,86.6,-1111.1,-1111.1,-1111.1,-1111.1,29.5,85.4,-1111.1,7.1,2971,3520,806,55.6,23.2
2784,49,19,8743,6.0,8.2,5.0,1.9,20.5,29.2,23.8,1030,329,231,684,322,-2222,75.8,-1111.1,32.9,-1111.1,-1111.1,19.9,72.3,23.9,7.1,1687,1046,165,125.8,45.8
2087,39,93,296307,8.0,11.7,3.3,2.1,13.6,9.9,9.4,33589,8778,6700,20159,14741,4048718,84.4,-1111.1,42.7,65.3,67.5,27.2,78.6,26.7,6.8,32938,35882,5262,55.7,39.5
2520,47,189,100508,8.8,14.1,3.5,1.9,10.1,24.7,14.6,12778,2330,2647,6318,5251,52929,85.7,80.3,-1111.1,-1111.1,-1111.1,22.6,71.6,27.5,7.1,8813,8675,1795,41.8,20.9
2683,48,325,43027,7.1,14.9,6.7,1.8,13.5,18.4,9.2,7658,920,1284,2242,1864,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.1,7264,4287,731,30.2,20.9
89,2,261,9899,6.4,8.4,3.0,3.9,18.3,36.7,13.1,719,494,-2222,532,754,193,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1551,634,114,50.5,30.3
430,13,93,11749,11.2,15.9,9.5,0.9,28.7,38.0,13.5,2378,339,390,704,610,167126,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.1,2412,1314,373,34.0,17.0
1834,36,17,51755,7.0,10.7,3.4,2.1,12.4,21.5,6.8,6853,1223,1378,2950,3034,67336,84.8,-1111.1,-1111.1,-1111.1,-1111.1,22.5,77.9,-1111.1,9.6,6316,7546,1651,44.4,38.6
1453,28,109,52659,7.7,11.9,6.0,1.2,14.2,31.2,9.7,8783,1997,2094,3082,2417,9481,71.1,64.9,34.4,66.7,59.9,29.7,83.2,29.7,9.1,9107,6085,1917,32.3,11.4
2123,39,165,196622,6.6,10.4,1.4,2.2,5.5,10.1,7.2,17779,4458,4106,13273,9706,142978,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,19.3,72.5,20.3,6.2,13464,15542,2504,82.4,19.8
2183,40,109,684543,8.6,13.1,4.9,1.6,21.8,13.8,14.6,77685,15722,11733,40907,30194,930131,81.7,75.6,38.3,69.1,72.1,30.6,83.9,25.5,7.0,110788,79894,13091,101.2,62.2
2548,48,55,36523,7.4,12.5,7.7,1.6,20.2,30.3,14.0,6656,816,718,1894,1571,24289,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.5,5905,3731,594,35.6,16.4
783,18,177,69192,7.5,12.5,5.1,1.1,20.6,12.0,12.6,10129,2351,1731,4704,2993,1250208,78.6,-1111.1,37.9,-1111.1,-1111.1,29.3,79.1,25.9,9.0,8521,11097,2152,70.8,52.0
50,1,101,221619,10.4,15.9,5.5,1.4,17.7,19.1,10.2,27476,4395,7028,12171,11178,525979,84.8,83.4,44.8,61.9,66.1,28.2,75.6,27.8,8.5,32259,25495,6378,107.4,49.2
1628,30,65,4497,10.5,15.8,4.9,2.8,24.4,28.1,22.7,561,109,151,334,217,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,26.9,80.7,17.5,3.2,952,752,147,88.9,22.2
980,20,189,5412,7.8,10.7,6.7,1.5,31.8,50.6,-1111.1,647,103,67,316,267,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,25.5,-1111.1,-1111.1,7.0,925,729,66,18.5,37.0
988,20,205,9834,6.6,12.0,6.2,1.9,16.6,35.5,15.8,1285,246,265,630,481,570191,-1111.1,-1111.1,7.0,-1111.1,-1111.1,33.3,-1111.1,-1111.1,11.0,1447,1793,270,61.0,30.5
1110,21,239,24246,6.2,12.8,3.1,2.2,11.7,20.3,10.0,2837,558,883,1583,1341,417324,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,19.6,-1111.1,-1111.1,8.6,2530,2555,445,82.5,41.2
2206,41,1,16287,4.9,8.8,4.9,1.4,16.0,19.6,24.6,2264,537,543,1233,1203,2245,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,21.8,74.0,-1111.1,10.5,2637,3165,463,61.4,43.0
1479,28,161,13417,9.5,13.7,8.7,1.1,19.1,50.2,14.0,2775,494,801,788,598,15281,-1111.1,-1111.1,14.8,-1111.1,-1111.1,36.1,82.6,-1111.1,10.0,2234,2325,839,14.9,29.8
461,13,155,10093,9.7,14.0,9.4,1.4,19.9,27.3,11.3,2087,277,305,596,526,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.9,1868,1057,267,19.8,9.9
2968,53,33,1793583,6.0,9.5,1.6,4.2,-2222.2,8.1,10.6,121177,48959,37683,110784,115235,1258844,83.1,82.5,51.4,66.6,71.8,14.1,73.8,21.2,5.2,199182,178032,23849,143.4,77.1
1201,24,23,29909,8.7,11.5,3.5,2.1,14.1,29.9,11.4,4261,798,889,1610,1574,224787,71.1,-1111.1,41.4,-1111.1,-1111.1,28.6,74.3,25.9,8.6,4264,4098,721,46.8,30.1
343,12,53,158409,6.9,10.9,3.9,1.6,7.4,25.7,21.3,25034,2574,7540,9002,8177,113743,77.7,81.8,41.8,67.7,59.5,29.9,71.5,26.3,10.3,18239,37156,5472,53.7,17.0
2998,54,15,10356,6.4,10.5,6.9,0.5,20.6,43.7,15.1,2574,270,630,752,433,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,90.4,-1111.1,9.2,1904,1413,580,19.3,9.7
1365,27,107,7003,6.0,9.2,2.5,1.7,19.9,41.5,-1111.1,965,171,149,392,375,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,885,1444,147,14.3,85.7
858,19,143,6694,5.4,11.6,3.3,1.7,11.0,26.5,15.6,887,151,106,383,236,110553,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,88.9,-1111.1,13.3,653,1280,98,29.9,14.9
949,20,127,6049,5.2,10.9,2.4,1.5,13.4,34.9,-1111.1,644,145,150,392,299,0,85.6,-1111.1,-1111.1,-1111.1,-1111.1,28.8,-1111.1,-1111.1,9.2,736,1165,113,49.6,33.1
2949,51,820,21269,7.0,11.8,4.8,1.2,19.1,14.4,19.7,3200,357,521,1196,947,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.0,2449,4740,852,79.9,70.5
609,17,33,19898,7.3,12.0,5.4,0.7,13.7,20.1,8.2,2869,567,373,1124,1211,893256,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.7,2143,3428,458,40.2,30.2
1126,22,31,26383,11.9,18.5,8.3,1.2,21.6,38.2,-1111.1,5037,778,1110,1387,1441,12568747,79.7,-1111.1,-1111.1,-1111.1,-1111.1,39.4,85.8,32.0,8.0,4618,3533,742,15.2,3.8
1804,35,21,740,-1111.1,-1111.1,-1111.1,-1111.1,28.6,-1111.1,-1111.1,156,15,24,53,46,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,170,210,23,0.0,0.0
1952,37,129,179553,9.0,13.7,3.0,2.2,19.9,10.5,11.9,16599,3892,4522,10777,12537,6969810,87.3,80.7,56.0,60.9,72.0,20.4,75.9,26.1,7.3,19474,21681,4534,127.5,50.1
2521,48,1,56408,7.4,13.5,6.9,1.2,16.1,33.2,17.4,14021,1289,1516,3174,2438,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,29.6,81.3,-1111.1,10.1,7081,6521,1170,58.5,39.0
2617,48,193,8105,6.1,10.7,4.1,1.2,27.6,37.7,32.1,1450,179,185,442,339,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1513,1451,143,74.0,61.7
1042,21,103,15903,8.6,11.0,4.5,1.1,12.7,32.7,15.1,2858,462,739,1029,854,277417,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,89.5,-1111.1,8.3,2004,2070,492,37.7,31.4
1669,31,35,6733,4.9,10.8,3.0,2.4,15.3,44.5,-1111.1,606,121,153,413,253,395998,79.4,-1111.1,-1111.1,-1111.1,-1111.1,22.9,77.9,18.8,5.9,905,1332,138,0.0,29.7
2134,40,11,12859,6.7,11.6,7.7,1.0,21.8,46.7,13.1,2165,221,476,824,604,0,77.0,-1111.1,-1111.1,-1111.1,-1111.1,38.9,82.6,-1111.1,9.2,2102,1759,272,38.9,46.7
379,12,123,19622,9.3,11.9,7.4,1.1,10.3,40.3,18.4,4004,386,679,1061,1046,1910227,91.2,90.6,-1111.1,-1111.1,-1111.1,33.2,-1111.1,-1111.1,13.5,2972,2593,634,40.8,10.2
1034,21,87,11588,7.8,12.2,6.6,1.3,10.6,32.4,11.2,3176,351,556,779,624,0,83.9,-1111.1,-1111.1,-1111.1,-1111.1,37.3,80.6,-1111.1,9.5,1949,1679,459,43.1,25.9
1342,27,61,44384,5.9,7.7,3.7,1.5,9.5,27.0,14.5,4421,1337,727,2512,2430,2360516,-1111.1,-1111.1,-1111.1,-1111.1,82.2,11.9,76.6,21.7,8.3,5098,7454,1253,90.1,49.6
1752,32,15,5114,8.4,11.7,4.6,1.1,36.8,30.4,42.6,644,115,130,356,326,19275299,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,21.9,82.1,-1111.1,5.0,787,434,87,58.7,19.6
679,17,173,22322,6.0,10.2,4.5,1.1,15.5,25.4,7.8,2629,599,511,1227,1306,7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.3,2135,3838,447,31.4,13.4
1213,24,47,48750,8.0,12.5,4.1,3.2,18.5,19.0,11.2,6549,1799,948,2762,2490,0,84.3,82.1,57.4,63.9,62.3,23.0,74.7,40.4,10.2,6022,9917,895,57.4,45.1
448,13,129,50279,7.5,12.8,6.0,1.1,15.6,31.2,14.1,11290,1290,1433,2986,2489,87152,83.0,-1111.1,-1111.1,-1111.1,-1111.1,25.3,83.4,-1111.1,4.7,7242,5042,1448,61.7,25.9
656,17,127,15348,7.3,13.1,6.4,0.6,11.2,19.4,14.5,2496,392,626,848,888,815022,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.1,1838,2506,500,32.6,32.6
2199,40,141,8513,6.4,12.3,10.3,0.5,18.6,29.7,14.1,1876,174,231,521,377,20364,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,34.7,-1111.1,-1111.1,17.6,2111,1619,206,35.2,23.5
1192,24,3,510878,7.9,12.3,2.3,3.3,10.2,12.1,9.2,45996,9717,9914,26907,26855,11936817,87.8,85.4,60.1,64.8,65.6,20.1,71.5,28.2,7.5,55250,50884,7180,90.6,56.0
3019,54,57,27028,8.2,12.4,2.9,1.4,15.3,21.4,16.1,3736,691,1047,1991,1112,2621,81.9,-1111.1,-1111.1,-1111.1,-1111.1,24.3,82.3,32.5,6.1,3215,4110,772,33.3,29.6
2808,50,9,6602,5.3,7.8,3.4,1.4,14.0,21.8,24.6,1163,125,176,420,594,39,79.9,72.7,41.7,-1111.1,56.0,26.0,73.9,19.8,7.3,793,1056,266,45.4,30.3
1100,21,219,11944,7.7,11.7,4.1,2.1,24.6,28.8,11.7,2888,369,567,758,635,3774,92.5,-1111.1,-1111.1,-1111.1,-1111.1,45.0,85.7,-1111.1,5.3,2030,1515,338,16.7,33.5
1624,30,57,7274,5.8,9.7,0.8,4.9,18.0,31.9,28.6,548,126,305,556,362,-2222,76.8,-1111.1,-1111.1,-1111.1,-1111.1,20.6,69.1,21.0,3.2,1281,1145,104,96.2,13.7
2583,48,125,2646,12.3,18.1,7.5,-1111.1,31.8,41.8,-1111.1,545,57,76,154,122,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,477,499,59,0.0,0.0
1055,21,129,7709,9.1,12.5,7.1,1.5,18.6,32.0,26.4,2636,218,529,526,443,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,43.6,84.6,-1111.1,14.6,1538,1023,487,38.9,25.9
771,18,153,21763,8.5,12.7,3.7,0.6,15.4,21.7,20.4,2870,687,650,1513,948,3080434,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,24.0,79.0,-1111.1,4.9,2501,2955,667,23.0,32.2
1048,21,115,24001,8.7,14.6,6.2,0.7,14.8,30.4,10.8,5942,681,2272,1591,1325,-2222,69.7,-1111.1,-1111.1,-1111.1,-1111.1,42.1,84.5,31.8,11.6,3817,3010,1550,79.2,25.0
2032,38,89,22073,6.3,11.4,2.4,1.7,11.2,12.9,13.4,2945,402,261,1270,791,2439,73.8,76.8,37.4,65.8,73.1,18.4,75.4,23.3,4.5,1905,3635,516,86.1,45.3
517,13,269,8887,11.1,12.5,9.8,1.2,23.2,42.6,15.4,2074,259,338,526,455,1843,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1622,1209,394,11.3,0.0
411,13,55,26570,9.7,13.4,8.3,0.6,15.0,25.9,11.0,7164,606,931,1642,1355,227240,80.8,-1111.1,-1111.1,-1111.1,-1111.1,29.5,-1111.1,-1111.1,10.3,3259,3569,991,30.1,22.6
46,1,93,30154,8.2,12.5,4.8,1.2,8.0,40.2,13.4,7912,553,1450,1758,1393,662356,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,84.8,-1111.1,10.1,5205,4619,1284,53.1,26.5
663,17,141,54290,7.1,12.1,2.6,2.0,15.8,20.7,11.2,6161,1397,819,2941,3239,1313313,92.9,-1111.1,-1111.1,-1111.1,-1111.1,20.0,80.6,24.1,7.9,5851,6817,803,47.9,35.0
2704,48,367,102801,7.0,12.7,4.7,1.9,15.0,20.9,13.5,13155,2270,2201,5485,4504,172856,89.7,-1111.1,-1111.1,-1111.1,-1111.1,26.5,70.8,18.7,7.5,12466,9353,1225,28.2,18.5
813,19,53,8605,4.9,9.9,6.3,2.2,17.1,27.2,-1111.1,985,216,148,499,392,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,34.9,-1111.1,28.0,7.8,1156,1526,203,23.2,34.9
1749,32,9,787,7.1,9.8,-1111.1,-1111.1,35.7,-1111.1,-1111.1,127,24,30,65,49,7805,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,118,141,23,0.0,0.0
2317,45,7,175514,8.4,13.2,5.3,1.5,15.1,23.9,15.1,31723,6276,6881,10343,8226,2506589,81.5,80.6,42.4,68.2,69.7,25.7,78.7,32.3,9.4,21239,22133,6236,87.2,26.2
273,8,61,1422,7.5,8.7,6.8,-1111.1,23.6,-1111.1,-1111.1,134,40,42,104,106,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,324,304,28,0.0,0.0
