,State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Abbr,Population_Size,LBW,Premature,Under_18,Over_40,Late_Care,MVA,Suicide,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Toxic_Chem,Pap_Smear,Mammogram,Proctoscopy,Pneumo_Vax,Flu_Vac,No_Exercise,Few_Fruit_Veg,High_Blood_Pres,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,ALE
1402,28,7,Attala,MS,19552,10.8,16.9,7.3,1.0,17.2,35.6,12.7,4778,679,716,1152,881,80463,77.7,-1111.1,-1111.1,-1111.1,-1111.1,30.8,87.3,-1111.1,11.4,3843,3085,883,61.4,30.7,72.7
1403,28,9,Benton,MS,7852,13.7,20.8,7.0,0.6,18.4,53.3,-1111.1,2148,328,280,456,344,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,12.0,1535,1180,418,12.7,0.0,73.6
1404,28,11,Bolivar,MS,38641,12.5,19.4,10.0,0.8,19.4,28.5,7.4,7708,1603,1234,2175,2018,7585,83.3,-1111.1,-1111.1,-1111.1,-1111.1,31.3,82.8,35.6,10.4,9135,4299,1651,49.2,31.1,71.4
1405,28,13,Calhoun,MS,14652,10.2,14.7,10.6,0.8,19.0,41.6,11.0,3546,495,597,875,651,56903,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,36.7,86.4,-1111.1,10.6,2365,2269,744,41.0,20.5,74.0
1406,28,15,Carroll,MS,10397,8.6,12.4,7.1,0.8,23.7,32.3,10.1,2430,371,262,638,478,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,29.4,86.9,-1111.1,8.1,1876,1248,311,38.5,9.6,72.1
1407,28,17,Chickasaw,MS,19184,9.8,17.2,10.7,1.2,19.3,37.5,8.3,4952,782,776,1086,858,10,77.6,-1111.1,-1111.1,-1111.1,-1111.1,34.4,85.1,-1111.1,11.9,3426,2766,1022,36.5,20.9,73.6
1408,28,19,Choctaw,MS,9572,8.7,13.2,8.4,0.9,21.3,45.1,10.4,2238,303,377,565,436,189046,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.2,1609,1099,348,31.3,31.3,75.3
1409,28,21,Claiborne,MS,11492,13.0,18.4,10.3,1.7,26.8,34.0,-1111.1,1775,470,326,651,663,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,32.3,-1111.1,-1111.1,7.7,2261,1070,367,17.4,17.4,71.9
1410,28,23,Clarke,MS,17670,11.1,17.0,7.7,1.4,18.7,35.4,10.6,3724,598,576,1034,767,7250,85.4,-1111.1,-1111.1,-1111.1,-1111.1,37.9,-1111.1,-1111.1,12.5,2909,2597,735,17.0,17.0,74.7
1411,28,25,Clay,MS,21223,10.8,17.8,9.2,1.3,24.8,24.0,9.3,4208,996,794,1218,995,274659,79.3,-1111.1,-1111.1,-1111.1,-1111.1,31.1,-1111.1,-1111.1,9.7,3641,2626,764,47.1,18.8,73.6
1412,28,27,Coahoma,MS,29002,12.2,19.8,12.0,1.0,20.2,38.4,12.0,6309,1309,926,1536,1335,352441,81.5,-1111.1,-1111.1,-1111.1,-1111.1,27.8,83.8,-1111.1,9.1,7180,3495,1158,65.5,34.5,70.1
1413,28,29,Copiah,MS,29164,13.9,20.2,7.2,0.8,15.4,32.6,-1111.1,5582,1092,1016,1681,1422,587145,83.6,-1111.1,-1111.1,-1111.1,-1111.1,36.7,78.4,33.6,7.6,5527,4146,1402,48.0,17.1,72.7
1414,28,31,Covington,MS,20273,10.4,16.8,9.0,0.9,16.9,46.0,10.9,4245,634,853,1161,929,1138410,79.0,-1111.1,-1111.1,-1111.1,-1111.1,30.6,85.7,-1111.1,10.6,3987,2486,852,29.6,19.7,72.5
1415,28,33,DeSoto,MS,137004,7.6,12.0,4.1,1.3,13.7,26.1,13.4,16260,2837,4150,7863,6205,379681,80.3,76.0,42.1,63.9,68.6,29.6,85.4,26.6,8.0,12967,10829,2262,33.6,18.2,74.8
1416,28,35,Forrest,MS,75095,10.3,16.5,6.0,0.9,15.5,22.9,9.2,9191,2387,2681,4414,4106,350666,88.9,81.1,44.7,61.4,68.5,31.1,82.1,29.6,6.6,12631,9441,2600,158.5,62.6,73.3
1417,28,37,Franklin,MS,8411,11.3,14.0,7.8,1.1,21.3,34.7,19.9,1808,296,235,500,392,-2222,85.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.6,1497,1102,325,35.7,11.9,71.9
1418,28,39,George,MS,21259,8.8,14.9,6.9,0.7,17.5,47.4,13.7,4064,802,529,1202,965,72993,79.2,-1111.1,-1111.1,-1111.1,-1111.1,32.6,85.6,-1111.1,8.5,3006,2492,824,28.2,18.8,73.6
1419,28,41,Greene,MS,13183,7.9,14.0,7.3,0.5,13.4,36.4,7.6,2831,485,477,799,653,-2222,84.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,14.8,1831,1077,384,30.3,7.6,73.6
1420,28,43,Grenada,MS,22861,10.5,14.9,9.2,1.0,15.3,31.2,11.5,5435,823,935,1333,1042,470328,77.9,-1111.1,-1111.1,-1111.1,-1111.1,38.0,89.6,-1111.1,14.9,3612,3137,976,61.2,39.4,71.9
1421,28,45,Hancock,MS,46711,8.4,14.3,6.1,2.2,11.6,38.3,20.3,7106,2265,1598,2800,2068,100667,77.3,76.7,42.7,-1111.1,-1111.1,31.4,81.1,31.6,9.8,7124,5446,1383,47.1,23.5,74.0
1422,28,47,Harrison,MS,193810,10.4,15.5,5.0,1.8,19.0,14.9,18.1,24612,10343,5181,11195,8856,13477889,83.8,75.8,44.1,73.1,62.4,29.5,80.7,29.3,10.5,30029,21924,6070,87.7,49.0,73.4
1423,28,49,Hinds,MS,249345,14.3,21.7,6.4,1.5,18.5,23.2,9.7,30085,8794,6501,14115,11863,784617,86.4,81.7,46.6,59.1,59.1,31.9,81.5,29.7,9.2,40347,25839,7170,118.7,68.2,73.5
1424,28,51,Holmes,MS,21099,12.1,20.7,11.0,1.0,28.9,54.3,7.9,4795,914,734,1135,1050,2,78.5,-1111.1,-1111.1,-1111.1,-1111.1,35.5,86.0,-1111.1,13.3,6020,2703,962,66.4,19.0,72.1
1425,28,53,Humphreys,MS,10527,15.0,21.8,13.2,1.3,36.1,45.9,-1111.1,2844,492,310,566,492,106244,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.0,3233,1248,428,38.0,0.0,72.1
1426,28,55,Issaquena,MS,1909,10.5,14.2,10.5,-1111.1,27.6,49.4,-1111.1,508,104,82,115,98,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,589,111,49,0.0,0.0,72.1
1427,28,57,Itawamba,MS,23359,8.1,14.3,5.3,1.1,10.5,44.6,13.3,5295,740,703,1384,1092,22325,81.7,-1111.1,-1111.1,-1111.1,-1111.1,37.7,86.6,-1111.1,9.6,2701,2567,769,34.2,25.7,73.3
1428,28,59,Jackson,MS,135940,9.5,14.9,5.3,1.4,12.4,21.9,16.8,16810,6418,4575,7890,6202,3708914,83.0,75.0,42.3,59.7,62.2,28.1,75.9,30.4,9.6,19173,13639,3514,68.4,39.0,74.2
1429,28,61,Jasper,MS,18162,12.1,16.0,7.0,1.0,17.1,37.4,13.4,3939,625,664,1049,819,37717,76.2,-1111.1,-1111.1,-1111.1,-1111.1,35.5,88.0,-1111.1,10.9,3479,2350,854,16.5,22.0,73.9
1430,28,63,Jefferson,MS,9432,13.6,17.4,9.6,1.2,27.6,48.5,11.3,2337,458,435,541,465,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.3,2211,890,452,31.8,0.0,71.9
1431,28,65,Jefferson Davis,MS,13158,12.0,18.2,10.5,1.2,19.7,55.2,13.7,2844,543,543,763,611,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,34.4,-1111.1,-1111.1,7.8,3210,1486,598,7.6,22.8,72.5
1432,28,67,Jones,MS,66160,10.4,15.7,6.5,1.3,13.5,30.5,7.7,11271,1877,2110,3864,3031,975191,82.4,71.7,38.7,74.9,75.3,34.2,84.4,34.7,9.4,11559,8952,2836,63.5,36.3,74.3
1433,28,69,Kemper,MS,10246,11.8,16.7,7.3,1.5,21.4,42.3,14.4,2587,428,333,601,496,6,82.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.8,2105,1349,350,9.8,9.8,74.1
1434,28,71,Lafayette,MS,40842,10.4,13.5,4.8,1.7,14.7,25.1,9.7,4894,1092,1207,2512,2654,12279,85.9,76.7,-1111.1,-1111.1,-1111.1,20.4,82.3,24.2,6.8,5493,3234,953,80.8,29.4,75.5
1435,28,73,Lamar,MS,44616,8.7,15.1,4.0,1.3,10.0,26.1,11.5,4748,1186,1311,2569,2142,1378747,79.6,64.1,33.3,-1111.1,-1111.1,26.0,79.7,25.4,7.2,5854,3123,960,15.7,9.0,75.8
1436,28,75,Lauderdale,MS,77218,10.7,15.4,5.4,1.1,15.2,31.0,10.3,12551,2595,2161,4431,3452,460735,82.7,77.6,34.3,64.3,60.1,27.0,78.6,33.4,8.0,11880,10476,2558,93.2,41.4,73.1
1437,28,77,Lawrence,MS,13502,9.2,16.6,5.7,1.3,19.5,62.4,7.7,2384,453,490,788,622,2625599,91.0,-1111.1,-1111.1,-1111.1,-1111.1,37.6,84.1,-1111.1,9.1,2179,2267,809,29.6,29.6,73.4
1438,28,79,Leake,MS,22453,11.3,18.0,7.6,1.1,18.9,52.4,11.4,5023,657,661,1257,1033,2041147,81.5,-1111.1,-1111.1,-1111.1,-1111.1,39.1,84.6,-1111.1,12.0,4269,3012,937,22.3,17.8,72.7
1439,28,81,Lee,MS,78793,9.0,18.4,6.9,1.2,9.1,31.0,12.2,12968,2592,2319,4524,3484,177686,86.4,76.6,44.4,64.5,73.0,33.1,77.5,35.7,9.8,10268,9466,2992,110.4,45.7,74.4
1440,28,83,Leflore,MS,36431,11.9,17.0,9.7,1.3,37.6,24.6,10.5,8123,1499,1135,2023,1808,734339,75.4,-1111.1,24.9,-1111.1,-1111.1,49.5,86.3,39.6,11.9,8848,4185,1328,54.9,30.2,72.5
1441,28,85,Lincoln,MS,33906,9.6,14.3,5.8,0.7,22.2,41.6,12.0,6306,1153,1263,1990,1529,1363,80.4,70.1,39.2,-1111.1,-1111.1,29.3,88.0,36.0,8.4,5200,4144,1275,44.2,20.6,72.9
1442,28,87,Lowndes,MS,59895,10.6,17.0,7.1,1.1,17.8,19.1,11.8,9190,2160,1720,3404,2775,2631448,81.2,73.2,37.2,-1111.1,-1111.1,30.4,80.6,28.2,10.6,9560,6853,1871,65.1,45.1,74.8
1443,28,89,Madison,MS,84286,10.9,18.2,4.4,2.0,12.4,21.4,8.6,9078,2301,2170,4815,3883,879408,87.8,79.6,47.3,-1111.1,65.5,21.0,80.8,21.9,5.5,9758,7284,1774,155.4,32.0,73.7
1444,28,91,Marion,MS,25235,10.0,15.4,6.5,0.6,10.5,39.5,9.1,5413,938,1005,1454,1168,33229,80.5,-1111.1,-1111.1,-1111.1,-1111.1,38.7,80.6,25.1,10.4,4790,3725,1163,59.4,23.8,72.2
1445,28,93,Marshall,MS,35659,12.5,16.2,7.2,1.7,22.2,54.2,7.0,8960,1401,1286,2072,1671,94398,79.6,-1111.1,-1111.1,-1111.1,-1111.1,31.3,80.6,-1111.1,14.3,5981,3906,1277,8.4,11.2,72.2
1446,28,95,Monroe,MS,37704,11.0,17.2,6.4,1.0,14.0,41.1,8.5,8615,1505,1096,2221,1726,10552750,79.8,69.6,40.7,74.4,74.6,34.6,83.2,41.6,9.9,5625,4879,1452,53.0,23.9,74.4
1447,28,97,Montgomery,MS,11829,11.5,16.7,9.8,1.2,18.9,44.5,17.4,2966,423,445,694,535,1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,26.2,83.2,-1111.1,11.9,2163,2031,523,76.1,16.9,72.9
1448,28,99,Neshoba,MS,29905,9.7,16.2,7.3,1.2,15.7,39.2,-1111.1,6070,953,1040,1687,1348,27802,76.1,75.0,30.8,-1111.1,-1111.1,36.8,81.9,30.7,8.6,5412,3033,886,43.5,13.4,73.7
1449,28,101,Newton,MS,22366,9.4,14.4,5.5,0.8,17.0,38.6,15.0,3866,644,788,1283,1032,75996,81.6,-1111.1,-1111.1,-1111.1,-1111.1,28.7,82.3,-1111.1,12.0,3365,3743,1030,26.8,26.8,73.9
1450,28,103,Noxubee,MS,12202,12.9,18.3,8.1,1.0,25.5,40.2,-1111.1,3092,571,454,677,566,74993,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,18.2,3042,1579,580,24.6,24.6,74.1
1451,28,105,Oktibbeha,MS,41247,9.1,14.3,5.5,1.4,20.0,18.6,7.7,4226,1331,1696,2520,2851,45224,88.3,80.4,30.2,-1111.1,-1111.1,24.4,82.0,21.3,6.0,7225,3834,1061,60.6,24.2,76.0
1452,28,107,Panola,MS,35331,10.2,16.8,9.8,0.7,21.6,45.3,10.8,8036,1387,1193,2002,1657,249037,83.0,77.1,-1111.1,-1111.1,-1111.1,34.5,79.2,-1111.1,11.1,6920,4143,1488,34.0,28.3,71.9
1453,28,109,Pearl River,MS,52659,7.7,11.9,6.0,1.2,14.2,31.2,9.7,8783,1997,2094,3082,2417,9481,71.1,64.9,34.4,66.7,59.9,29.7,83.2,29.7,9.1,9107,6085,1917,32.3,11.4,74.4
1454,28,111,Perry,MS,12160,9.3,15.3,7.6,0.7,13.1,40.8,-1111.1,2227,459,465,697,539,2012249,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,90.1,-1111.1,10.3,2218,1245,477,24.7,16.4,72.7
1455,28,113,Pike,MS,39426,11.0,16.3,6.8,1.2,25.6,34.3,12.2,7481,1461,1518,2237,1756,600925,81.9,67.6,42.4,-1111.1,-1111.1,30.8,84.3,37.7,13.8,7769,5559,1712,58.3,30.4,73.2
1456,28,115,Pontotoc,MS,28208,8.2,15.9,6.5,1.2,13.6,33.3,12.9,6142,849,1028,1648,1297,17487,77.1,-1111.1,28.9,-1111.1,-1111.1,42.9,82.7,30.0,11.1,3880,3119,1007,21.3,14.2,75.6
1457,28,117,Prentiss,MS,25593,8.7,16.9,7.0,0.8,12.7,38.0,14.8,5995,939,915,1514,1179,46420,77.7,-1111.1,-1111.1,-1111.1,-1111.1,34.5,81.0,-1111.1,8.9,3556,3819,1382,31.3,15.6,75.9
1458,28,119,Quitman,MS,9512,12.3,19.5,11.6,0.8,23.3,51.5,-1111.1,2591,414,366,525,444,304793,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,15.9,2419,1282,533,21.0,10.5,71.2
1459,28,121,Rankin,MS,131841,9.4,16.5,3.6,1.3,8.1,22.1,11.9,15835,3320,3200,7795,6080,124752,82.7,77.8,40.5,67.6,67.2,30.2,82.9,28.9,6.8,13533,11487,3147,101.6,36.4,76.1
1460,28,123,Scott,MS,28739,11.9,19.1,7.8,0.9,17.4,47.6,10.7,6959,821,932,1636,1302,2999522,77.1,-1111.1,-1111.1,-1111.1,-1111.1,37.5,-1111.1,-1111.1,12.2,6251,3620,1074,17.4,31.3,72.7
1461,28,125,Sharkey,MS,5967,12.3,16.7,12.0,0.8,33.4,38.9,-1111.1,1409,323,292,328,279,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1789,740,243,16.8,33.5,72.1
1462,28,127,Simpson,MS,27944,11.9,18.2,7.2,0.9,12.9,54.0,18.6,5644,801,1002,1606,1267,0,78.7,-1111.1,36.4,-1111.1,-1111.1,32.7,84.4,32.0,11.1,5107,3258,1146,39.4,32.2,72.1
1463,28,129,Smith,MS,16058,11.4,15.8,7.5,0.9,12.3,46.5,11.3,3081,459,663,936,730,337397,76.7,-1111.1,-1111.1,-1111.1,-1111.1,38.0,-1111.1,-1111.1,9.6,2827,1763,622,24.9,6.2,73.9
1464,28,131,Stone,MS,14862,8.6,13.0,7.3,0.9,16.2,42.1,16.2,2389,532,564,860,713,3685,80.4,-1111.1,-1111.1,-1111.1,-1111.1,25.0,91.4,-1111.1,5.9,2342,1826,618,47.1,13.5,72.7
1465,28,133,Sunflower,MS,32311,13.5,20.0,10.6,0.6,22.0,36.4,10.0,7885,1287,1019,1846,1653,75257,83.4,-1111.1,-1111.1,-1111.1,-1111.1,35.1,84.8,-1111.1,7.4,7455,2887,1082,37.1,18.6,71.1
1466,28,135,Tallahatchie,MS,14191,12.6,17.5,12.2,0.8,23.4,54.3,13.7,4008,653,456,804,676,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,93.8,-1111.1,9.0,3641,1687,674,21.1,14.1,71.2
1467,28,137,Tate,MS,26548,9.3,14.7,7.2,1.3,19.6,48.9,11.4,4684,830,864,1522,1284,69056,79.9,-1111.1,-1111.1,-1111.1,-1111.1,29.4,89.5,27.6,8.6,3524,2926,877,33.9,18.8,73.4
1468,28,139,Tippah,MS,21212,11.1,19.7,7.5,0.8,13.9,42.7,8.6,4841,711,1136,1256,977,11508,73.5,-1111.1,-1111.1,-1111.1,-1111.1,29.6,84.1,-1111.1,10.2,2917,3193,1393,28.3,18.9,73.6
1469,28,141,Tishomingo,MS,19202,9.3,17.0,5.4,0.7,10.9,54.5,18.0,4791,745,1005,1168,835,402643,73.7,-1111.1,23.6,-1111.1,-1111.1,36.4,76.5,33.8,10.6,2658,3502,1246,36.5,20.8,73.3
1470,28,143,Tunica,MS,10321,11.1,17.8,12.4,0.9,30.4,50.0,17.6,2450,468,350,564,476,843,83.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.3,2246,921,358,9.7,0.0,71.2
1471,28,145,Union,MS,26784,11.1,19.1,7.1,1.0,12.0,29.6,11.2,5647,810,898,1569,1185,111855,73.9,-1111.1,-1111.1,-1111.1,-1111.1,33.2,90.0,-1111.1,6.1,3529,3369,1060,74.7,18.7,75.8
1472,28,147,Walthall,MS,15460,9.3,14.0,8.4,0.6,21.6,50.3,18.5,3268,565,627,891,717,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,31.1,92.0,-1111.1,12.8,3510,1703,561,64.7,19.4,73.4
1473,28,149,Warren,MS,49131,11.4,16.4,6.0,1.6,17.6,26.0,15.2,7183,1772,1282,2781,2192,2806234,81.9,76.3,39.9,-1111.1,-1111.1,34.7,80.4,34.1,12.3,8371,5568,1405,75.3,40.7,73.2
1474,28,151,Washington,MS,59220,12.0,18.6,9.3,0.7,28.7,32.4,7.3,11855,2908,3013,3240,2727,14030,82.9,70.2,30.9,-1111.1,-1111.1,39.5,83.0,40.8,10.2,14183,6890,2280,54.0,37.1,71.1
1475,28,153,Wayne,MS,21291,9.5,15.2,9.3,1.0,18.0,38.1,6.0,4821,716,830,1220,970,67849,78.9,-1111.1,-1111.1,-1111.1,-1111.1,31.8,86.5,-1111.1,9.3,3736,2091,842,28.2,14.1,74.7
1476,28,155,Webster,MS,10092,9.7,14.2,9.4,0.9,23.3,29.5,13.8,2183,311,366,596,453,55655,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,32.8,-1111.1,-1111.1,8.4,1796,1613,487,29.7,29.7,72.9
1477,28,157,Wilkinson,MS,10269,13.0,15.9,9.6,1.7,32.0,39.0,-1111.1,2759,487,547,607,501,216,88.7,-1111.1,-1111.1,-1111.1,-1111.1,34.2,-1111.1,-1111.1,7.2,1943,1248,370,77.9,19.5,74.2
1478,28,159,Winston,MS,19870,9.8,14.8,9.9,0.9,27.0,36.4,14.0,4191,655,722,1168,900,235363,82.5,-1111.1,-1111.1,-1111.1,-1111.1,34.3,-1111.1,-1111.1,9.5,3244,2797,682,25.2,20.1,75.3
1479,28,161,Yalobusha,MS,13417,9.5,13.7,8.7,1.1,19.1,50.2,14.0,2775,494,801,788,598,15281,-1111.1,-1111.1,14.8,-1111.1,-1111.1,36.1,82.6,-1111.1,10.0,2234,2325,839,14.9,29.8,74.0
1480,28,163,Yazoo,MS,28195,13.1,20.4,10.2,1.6,18.4,36.7,12.7,6329,1081,1055,1616,1289,1867746,75.5,82.5,-1111.1,-1111.1,-1111.1,38.8,90.5,-1111.1,9.7,6373,3297,891,21.3,21.3,72.3
1481,29,1,Adair,MO,24509,6.1,9.9,2.8,1.7,9.4,16.7,11.8,2027,547,447,1650,1647,-2222,77.1,-1111.1,-1111.1,-1111.1,-1111.1,23.8,80.6,21.3,6.2,2586,2742,619,24.5,36.7,77.9
1482,29,3,Andrew,MO,16899,5.5,9.0,3.6,0.9,9.1,24.3,13.1,1742,502,397,1126,818,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,28.8,80.5,31.8,9.1,1598,1769,253,0.0,213.0,77.8
1483,29,5,Atchison,MO,6246,6.5,10.7,2.8,1.5,7.8,31.8,-1111.1,871,147,105,425,301,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,30.4,89.2,-1111.1,5.1,702,1212,139,48.0,48.0,77.8
1484,29,7,Audrain,MO,25759,7.3,10.9,3.9,1.7,23.9,20.6,16.9,4361,636,598,1693,1167,352886,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,32.5,82.6,-1111.1,8.8,2893,3951,613,73.8,23.3,76.9
1485,29,9,Barry,MO,35599,7.7,13.3,5.5,1.3,17.9,35.3,15.9,5789,855,961,2321,1651,208090,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,25.0,80.7,-1111.1,11.5,6158,5828,1128,61.8,22.5,75.3
1486,29,11,Barton,MO,13057,6.2,12.0,5.5,1.9,15.8,29.8,14.3,1967,323,269,845,606,7965,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1656,1915,272,7.7,23.0,76.4
1487,29,13,Bates,MO,17027,6.6,11.1,5.4,0.9,15.8,31.8,13.4,2656,509,393,1124,805,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,34.7,87.2,-1111.1,9.3,2385,2683,484,29.4,29.4,75.3
1488,29,15,Benton,MO,18854,6.7,9.8,5.7,1.2,13.8,36.6,17.1,3939,488,723,1330,866,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,32.4,-1111.1,-1111.1,17.8,2788,4030,899,10.6,15.9,75.3
1489,29,17,Bollinger,MO,12325,6.6,12.5,7.0,1.2,11.5,34.8,12.5,2464,359,366,822,588,6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.1,1876,1673,404,8.1,8.1,74.9
1490,29,19,Boone,MO,143326,8.1,12.0,2.3,2.1,11.2,16.1,12.3,9117,3013,2161,9472,8358,663780,84.9,76.7,53.0,72.5,83.3,21.7,78.1,18.6,3.7,13943,12238,2877,191.9,47.4,78.0
1491,29,21,Buchanan,MO,84904,7.3,9.7,5.0,1.2,11.7,15.0,13.3,10415,2698,2694,5609,4131,853455,78.1,69.6,34.6,66.8,69.6,28.9,79.9,26.7,7.6,9727,12731,2360,63.6,8.2,75.9
1492,29,23,Butler,MO,41338,9.1,15.0,5.3,1.0,16.9,28.5,14.6,8330,1156,1896,2748,1916,89298,75.5,-1111.1,-1111.1,-1111.1,-1111.1,35.6,78.1,42.5,13.4,6726,6323,2049,133.0,38.7,73.5
1493,29,25,Caldwell,MO,9307,7.0,11.9,4.3,2.0,15.3,37.2,11.8,1156,262,202,605,431,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,38.4,89.7,-1111.1,5.8,1208,1507,224,10.7,10.7,75.6
1494,29,27,Callaway,MO,42541,8.5,13.0,3.5,1.3,14.0,22.3,15.6,5811,1069,993,2804,2162,34058,79.6,-1111.1,-1111.1,-1111.1,-1111.1,29.7,82.0,17.5,7.2,4059,4379,1198,40.0,16.5,75.8
1495,29,29,Camden,MO,39432,7.2,14.1,4.9,1.4,18.9,37.3,9.7,4911,1104,876,2751,1808,974758,73.2,-1111.1,-1111.1,-1111.1,-1111.1,26.8,75.3,24.9,6.6,5119,6045,981,63.4,35.5,77.2
1496,29,31,Cape Girardeau,MO,71161,7.2,12.3,3.6,1.5,7.6,14.0,8.0,8703,1694,1741,4748,3688,329789,80.3,80.1,38.8,69.5,76.0,25.7,80.9,26.9,8.1,5944,9226,1537,94.2,54.8,77.2
1497,29,33,Carroll,MO,10193,6.4,11.2,3.6,1.8,9.7,28.9,20.3,1452,271,199,677,477,27784,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,32.4,76.9,-1111.1,7.3,1361,1912,242,19.6,39.2,75.6
1498,29,35,Carter,MO,5910,8.4,13.9,6.3,1.0,19.7,61.1,17.8,1343,187,222,391,276,1162516,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1235,1011,344,0.0,16.9,74.9
1499,29,37,Cass,MO,94232,6.3,9.7,3.0,1.7,8.8,18.6,11.0,8210,2357,1535,6077,4470,2041,85.7,79.6,37.1,-1111.1,-1111.1,29.8,80.9,30.2,6.0,7709,9762,1580,26.5,18.0,77.3
1500,29,39,Cedar,MO,14160,6.2,9.8,5.7,1.6,15.0,25.8,14.1,2527,364,459,954,678,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.5,2237,2821,545,14.1,21.2,76.4
1501,29,41,Chariton,MO,8124,7.4,13.1,3.7,1.3,12.2,21.0,-1111.1,1175,232,187,561,384,250,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,23.9,75.4,-1111.1,8.5,885,1523,175,0.0,12.3,76.5
1502,29,43,Christian,MO,67266,4.9,10.6,2.5,1.5,7.3,19.4,16.0,6251,1433,1820,4376,3213,8918,77.1,-1111.1,-1111.1,-1111.1,-1111.1,23.5,76.3,19.6,4.0,6590,6490,1258,31.2,10.4,77.5
1503,29,45,Clark,MO,7323,7.4,10.3,3.3,1.5,16.3,41.4,19.9,1026,214,265,490,344,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,28.0,83.8,-1111.1,9.4,984,1104,190,0.0,13.7,76.1
1504,29,47,Clay,MO,202078,6.8,11.3,2.4,1.5,9.2,13.8,12.9,15131,5039,4261,13108,9395,1500552,83.0,74.1,47.7,61.7,69.1,22.3,78.9,21.7,4.9,17359,21091,3146,58.4,51.5,77.1
1505,29,49,Clinton,MO,20715,6.5,9.3,4.7,1.6,14.5,28.9,14.6,1919,549,473,1370,998,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,31.0,-1111.1,-1111.1,8.5,1866,2863,385,33.8,29.0,75.9
1506,29,51,Cole,MO,72757,6.5,11.2,2.7,1.7,14.8,23.8,11.1,7174,1673,1389,4825,3484,18321,89.0,80.0,-1111.1,-1111.1,73.8,19.1,80.2,24.6,5.9,4859,8275,1537,61.8,44.0,76.5
1507,29,53,Cooper,MO,17294,7.5,12.7,3.5,1.8,14.3,28.8,14.0,2176,420,306,1163,931,69369,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,29.1,-1111.1,-1111.1,14.4,1578,2433,396,52.0,34.7,77.6
1508,29,55,Crawford,MO,23932,8.4,12.1,5.3,1.2,15.3,34.1,14.9,4924,711,581,1577,1131,2773,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,33.1,87.8,-1111.1,5.8,3273,3263,863,4.2,20.9,75.8
