,State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Abbr,Population_Size,LBW,Premature,Under_18,Over_40,Late_Care,MVA,Suicide,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Toxic_Chem,Pap_Smear,Mammogram,Proctoscopy,Pneumo_Vax,Flu_Vac,No_Exercise,Few_Fruit_Veg,High_Blood_Pres,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,ALE
777,18,165,Vermillion,IN,16562,7.4,11.4,3.8,1.1,18.9,28.0,18.5,2129,593,448,1134,698,4949501,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,30.9,-1111.1,-1111.1,4.5,1735,2429,428,24.2,18.1,75.9
778,18,167,Vigo,IN,102592,6.6,13.4,3.8,1.3,16.1,12.7,13.3,12392,3391,2153,6964,4852,3009495,74.5,-1111.1,43.9,74.1,68.5,27.5,84.6,36.5,10.8,12609,14024,2919,113.1,54.6,75.1
779,18,169,Wabash,IN,33843,8.1,11.3,4.4,1.2,18.1,12.3,12.5,4126,1166,787,2319,1518,11097623,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,24.9,-1111.1,27.3,6.9,3179,5458,876,47.3,35.5,76.9
780,18,171,Warren,IN,8785,5.6,8.8,4.9,1.3,14.5,17.2,14.6,898,207,175,594,370,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.7,780,893,121,11.4,11.4,75.1
781,18,173,Warrick,IN,56362,7.1,12.4,2.4,1.5,10.3,16.8,10.2,5137,1366,1367,3790,2427,11444448,84.6,-1111.1,-1111.1,-1111.1,-1111.1,24.8,74.4,30.6,7.0,4204,5846,981,138.4,30.2,77.4
782,18,175,Washington,IN,27885,6.5,11.9,4.6,1.9,19.6,24.3,10.3,4599,868,576,1867,1193,96224,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,26.5,88.9,-1111.1,7.1,2751,3078,858,43.0,17.9,75.0
783,18,177,Wayne,IN,69192,7.5,12.5,5.1,1.1,20.6,12.0,12.6,10129,2351,1731,4704,2993,1250208,78.6,-1111.1,37.9,-1111.1,-1111.1,29.3,79.1,25.9,9.0,8521,11097,2152,70.8,52.0,75.7
784,18,179,Wells,IN,28085,7.5,10.5,3.0,1.5,11.8,20.3,8.8,2333,717,479,1877,1226,27557,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,24.5,78.6,-1111.1,7.4,2222,3510,419,85.5,28.5,77.7
785,18,181,White,IN,24463,6.1,11.5,3.6,1.4,16.0,28.8,14.9,2949,721,490,1646,1019,111961,84.1,-1111.1,-1111.1,-1111.1,-1111.1,26.7,-1111.1,-1111.1,7.5,3170,4308,576,49.1,28.6,77.3
786,18,183,Whitley,IN,32323,6.4,11.4,2.9,1.4,13.9,19.4,10.3,2932,891,614,2160,1393,5205695,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,28.3,80.0,-1111.1,8.5,2167,4344,486,37.1,30.9,77.6
787,19,1,Adair,IA,7859,3.5,7.9,2.8,1.4,11.5,26.1,-1111.1,695,191,132,464,278,28744,78.9,-1111.1,-1111.1,-1111.1,-1111.1,25.0,81.6,25.9,6.1,709,1468,94,25.4,25.4,77.7
788,19,3,Adams,IA,4264,6.4,11.0,3.4,2.3,13.1,29.2,-1111.1,482,113,91,250,146,22874,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,23.9,12.7,502,868,104,70.4,46.9,77.8
789,19,5,Allamakee,IA,14709,4.6,8.7,3.7,1.7,16.5,22.1,10.5,1908,452,233,847,531,402746,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,23.1,78.1,18.7,2.9,1735,2601,218,54.4,34.0,78.1
790,19,7,Appanoose,IA,13666,7.6,10.4,4.1,1.2,15.1,26.6,11.7,1782,362,367,792,496,24444,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,37.3,83.2,29.7,8.0,1642,2635,450,51.2,22.0,78.0
791,19,9,Audubon,IA,6457,5.5,10.4,2.4,1.6,9.8,13.8,-1111.1,794,166,102,372,229,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.7,717,1439,108,31.0,31.0,79.1
792,19,11,Benton,IA,27000,6.5,10.1,1.6,2.0,8.4,10.1,8.0,2227,726,372,1530,1007,0,-1111.1,82.2,-1111.1,-1111.1,-1111.1,29.7,81.5,28.2,5.4,1397,3608,418,14.8,22.2,79.4
793,19,13,Black Hawk,IA,125891,7.7,12.7,3.2,1.9,7.3,13.0,8.4,10849,3415,2279,7286,5428,971553,83.2,83.0,60.1,68.2,74.3,22.9,78.7,24.7,6.6,10134,17122,3017,89.0,48.5,78.2
794,19,15,Boone,IA,26602,6.6,9.8,2.0,0.8,7.7,19.3,10.7,2031,574,498,1537,985,812,76.9,80.3,43.0,-1111.1,80.9,26.0,80.3,24.8,6.2,1556,3922,471,41.4,30.1,77.3
795,19,17,Bremer,IA,23677,5.2,10.7,2.2,1.2,7.5,15.6,13.0,1911,537,374,1368,982,177,81.1,83.7,-1111.1,-1111.1,84.9,19.0,74.9,22.0,3.6,1226,3914,325,54.9,46.5,79.8
796,19,19,Buchanan,IA,21019,6.7,11.6,2.6,2.2,20.6,19.9,12.9,2140,566,487,1162,770,60242,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,32.1,81.5,24.1,4.6,1987,3176,330,28.5,28.5,77.9
797,19,21,Buena Vista,IA,20151,6.0,10.7,4.8,1.6,18.4,16.3,7.4,2414,428,362,1124,803,48934,83.9,86.0,-1111.1,-1111.1,-1111.1,21.2,75.0,29.8,10.9,2281,3289,280,49.6,49.6,78.5
798,19,23,Butler,IA,15072,5.8,10.6,2.2,2.1,10.5,18.2,10.6,1909,418,237,880,538,482,86.9,-1111.1,-1111.1,-1111.1,-1111.1,21.2,81.2,29.1,4.6,822,3072,252,19.9,13.3,79.3
799,19,25,Calhoun,IA,10443,6.8,8.9,2.4,1.7,12.1,14.2,-1111.1,1112,224,184,624,373,21109,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,22.0,81.7,31.7,4.3,934,2317,221,28.7,28.7,79.2
800,19,27,Carroll,IA,21034,5.9,9.0,1.8,1.9,5.4,22.3,8.8,2350,404,303,1197,765,1504540,-1111.1,-1111.1,29.3,-1111.1,-1111.1,25.7,83.5,23.2,6.2,1272,3910,444,76.1,42.8,79.1
801,19,29,Cass,IA,14219,5.9,11.2,4.1,1.2,10.9,27.0,11.1,1434,381,295,837,510,53147,81.2,-1111.1,27.6,-1111.1,-1111.1,24.3,75.3,28.0,8.4,1369,3013,352,56.3,42.2,77.7
802,19,31,Cedar,IA,18254,5.6,9.7,1.7,1.8,8.9,24.5,12.9,1575,432,310,1055,656,163265,91.7,87.4,-1111.1,-1111.1,-1111.1,26.3,75.6,26.4,7.1,870,2693,221,21.9,38.3,77.9
803,19,33,Cerro Gordo,IA,44645,6.0,10.6,3.4,1.8,17.0,14.9,11.1,4030,1253,1124,2583,1569,566285,83.0,85.7,45.5,81.1,74.9,21.5,82.2,23.5,6.1,3447,8015,1189,129.9,60.5,77.8
804,19,35,Cherokee,IA,12237,5.2,10.0,2.8,1.2,7.7,27.6,10.2,1097,337,248,718,436,26546,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,24.3,79.5,27.2,5.7,1061,2549,276,40.9,49.0,78.2
805,19,37,Chickasaw,IA,12563,6.3,10.0,2.3,2.1,13.8,26.8,12.8,1436,363,183,719,457,6616,88.5,-1111.1,-1111.1,-1111.1,-1111.1,29.6,85.9,22.8,6.1,782,2307,241,39.8,39.8,78.7
806,19,39,Clarke,IA,9161,6.6,9.5,3.9,1.0,13.3,25.1,13.1,978,262,139,518,327,5610,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,28.3,85.8,30.9,9.5,1061,1396,161,43.7,21.8,78.0
807,19,41,Clay,IA,16897,6.9,10.5,2.6,1.4,8.6,14.2,10.7,1433,416,285,979,599,114604,81.5,86.6,-1111.1,-1111.1,-1111.1,18.4,83.8,28.2,5.3,1097,2970,323,59.2,53.3,79.4
808,19,43,Clayton,IA,18337,5.4,9.0,2.6,1.7,15.3,36.2,16.4,2236,672,291,1061,659,72270,87.7,-1111.1,-1111.1,-1111.1,-1111.1,23.0,76.9,25.6,5.4,1799,3391,357,38.2,38.2,78.1
809,19,45,Clinton,IA,49717,7.6,12.4,3.5,1.7,12.5,17.4,11.5,4921,1396,919,2841,1812,3372705,83.3,84.2,45.7,-1111.1,-1111.1,21.9,79.8,31.8,10.4,4426,7851,1215,48.3,56.3,77.9
810,19,47,Crawford,IA,16889,7.3,11.8,3.2,1.8,16.5,28.9,6.5,2411,381,262,946,627,132721,77.2,-1111.1,-1111.1,-1111.1,-1111.1,29.1,-1111.1,29.5,5.6,2313,2779,368,41.4,23.7,78.9
811,19,49,Dallas,IA,51762,6.1,10.9,1.4,1.6,10.4,16.1,9.3,3575,965,696,2926,2028,316729,87.1,83.6,47.3,71.0,71.6,23.4,76.6,22.5,6.0,3594,4599,663,21.3,19.3,78.7
812,19,51,Davis,IA,8659,5.0,7.5,2.8,2.8,33.8,39.6,-1111.1,1221,239,138,484,313,5336,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.9,1355,1376,156,11.5,34.6,78.0
813,19,53,Decatur,IA,8605,4.9,9.9,6.3,2.2,17.1,27.2,-1111.1,985,216,148,499,392,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,34.9,-1111.1,28.0,7.8,1156,1526,203,23.2,34.9,77.8
814,19,55,Delaware,IA,18025,5.3,8.7,2.8,1.6,10.8,20.4,8.1,1804,508,269,1013,667,10574,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,23.0,80.2,29.3,5.8,1475,2582,251,27.7,33.3,78.9
815,19,57,Des Moines,IA,40810,6.4,10.5,3.5,1.5,15.4,10.4,12.9,4058,1248,816,2328,1414,146348,80.1,77.8,37.6,61.2,75.9,28.3,78.0,28.5,7.0,3844,6729,996,56.4,46.6,78.6
816,19,59,Dickinson,IA,16687,6.5,10.5,3.0,1.5,8.9,18.5,13.2,1322,463,280,995,586,5301,72.1,76.5,42.3,-1111.1,-1111.1,19.7,74.2,24.3,6.4,907,3481,306,47.9,47.9,79.4
817,19,61,Dubuque,IA,91631,5.4,9.6,2.6,1.7,9.5,8.8,10.9,8989,2371,1068,5156,3465,247564,83.7,87.8,56.9,75.1,74.6,19.4,79.5,24.4,6.1,5367,13378,1736,88.4,53.5,78.9
818,19,63,Emmet,IA,10534,5.3,11.3,4.5,1.7,17.1,23.3,8.4,1257,288,332,603,408,104173,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,20.9,-1111.1,-1111.1,12.5,1207,2045,211,66.5,38.0,78.4
819,19,65,Fayette,IA,21298,5.4,10.6,3.0,1.9,11.2,23.6,8.1,2238,604,345,1232,792,36575,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,33.0,85.5,23.0,6.3,2158,3878,430,14.1,32.9,78.7
820,19,67,Floyd,IA,16443,6.1,11.7,2.8,1.2,27.1,20.1,12.6,1622,482,351,946,584,372350,79.8,-1111.1,-1111.1,-1111.1,-1111.1,29.4,72.4,27.3,7.9,1391,3072,507,30.4,54.7,79.2
821,19,69,Franklin,IA,10732,6.6,10.8,4.0,0.7,22.8,21.8,-1111.1,1216,286,173,618,374,100624,81.1,-1111.1,-1111.1,-1111.1,-1111.1,25.5,80.8,20.4,6.0,1041,1876,170,18.6,55.9,78.4
822,19,71,Fremont,IA,7759,5.9,11.3,1.9,1.4,14.9,26.2,-1111.1,821,172,110,446,271,9157,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,32.4,85.2,33.7,6.3,734,1442,192,38.7,12.9,76.4
823,19,73,Greene,IA,9963,6.5,11.4,3.3,1.4,17.0,20.5,14.0,999,252,138,576,363,15,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,31.9,87.7,-1111.1,8.1,990,2085,226,40.1,30.1,79.1
824,19,75,Grundy,IA,12329,6.0,9.3,1.8,1.9,7.1,23.0,12.5,1170,278,206,717,452,0,90.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,82.4,22.9,7.8,711,2193,146,24.3,24.3,79.3
825,19,77,Guthrie,IA,11547,6.4,9.6,2.5,1.2,13.1,18.4,15.6,1184,284,166,673,418,93097,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,21.4,89.1,22.5,2.8,860,2289,231,34.6,26.0,79.1
826,19,79,Hamilton,IA,16209,5.9,9.7,4.1,1.7,8.7,21.9,8.3,1445,367,373,929,568,62803,85.0,-1111.1,-1111.1,-1111.1,-1111.1,31.8,80.3,27.5,11.0,1251,2856,271,55.5,49.4,78.6
827,19,81,Hancock,IA,11786,6.5,9.4,3.0,1.7,16.8,16.6,10.3,1171,312,190,681,426,216499,80.9,-1111.1,-1111.1,-1111.1,-1111.1,22.3,81.7,26.1,9.1,943,2069,177,42.4,33.9,78.9
828,19,83,Hardin,IA,18003,6.1,10.6,3.8,1.2,14.0,17.2,9.9,1779,455,258,1036,663,179187,86.2,-1111.1,-1111.1,-1111.1,-1111.1,26.4,81.4,27.7,8.4,1655,3889,338,44.4,38.9,78.4
829,19,85,Harrison,IA,15884,6.8,10.9,3.0,1.7,13.4,25.5,13.1,1663,412,358,908,566,71,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,33.4,79.8,31.2,8.8,1259,2641,333,25.2,37.8,77.5
830,19,87,Henry,IA,20246,6.0,9.8,3.5,1.3,12.3,19.0,5.2,1938,568,398,1172,763,39563,86.1,90.1,-1111.1,-1111.1,-1111.1,27.6,76.8,25.0,8.4,1591,2946,396,44.5,59.3,78.9
831,19,89,Howard,IA,9700,5.6,10.1,2.8,2.0,18.4,14.7,12.3,1406,248,165,555,344,2798,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,84.0,-1111.1,5.1,843,1821,145,51.5,51.5,78.7
832,19,91,Humboldt,IA,9973,5.4,10.1,1.6,1.8,12.4,20.8,20.3,965,209,171,582,360,15085,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.8,739,1993,195,30.1,40.1,79.2
833,19,93,Ida,IA,7379,7.7,10.2,2.6,2.6,6.0,27.4,-1111.1,786,172,97,430,264,15903,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,19.4,2.0,690,1548,112,13.6,27.1,78.2
834,19,95,Iowa,IA,16055,6.6,9.9,1.4,2.1,9.7,26.2,10.7,1437,418,260,911,576,2440,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,31.9,76.6,25.1,8.2,685,2623,225,37.4,24.9,79.4
835,19,97,Jackson,IA,20335,5.3,9.4,3.2,1.6,11.3,26.5,16.4,2628,640,492,1171,733,1,90.5,-1111.1,-1111.1,-1111.1,-1111.1,24.4,81.2,24.2,8.8,1961,3455,383,39.3,39.3,79.0
836,19,99,Jasper,IA,37674,6.8,12.8,2.6,1.1,9.4,13.1,8.7,3498,1192,624,2169,1330,156252,81.2,76.4,34.2,-1111.1,74.3,25.4,85.0,24.8,8.1,2134,5608,686,31.9,37.2,78.9
837,19,101,Jefferson,IA,15972,6.4,9.9,2.2,4.1,16.6,22.3,18.7,1349,423,247,948,600,35,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,21.1,-1111.1,-1111.1,6.5,1800,2053,302,43.8,50.1,78.9
838,19,103,Johnson,IA,117067,5.9,8.8,1.2,2.4,7.1,7.3,8.1,4337,2471,1421,6846,5924,201622,89.1,84.8,47.7,70.6,81.8,13.2,77.4,15.9,3.9,9483,8428,1518,307.5,158.0,80.5
839,19,105,Jones,IA,20509,6.4,9.8,2.9,1.2,10.9,24.4,11.0,2113,543,331,1203,772,96206,82.6,-1111.1,-1111.1,-1111.1,-1111.1,20.6,-1111.1,22.0,5.2,1494,3119,303,14.6,39.0,79.0
840,19,107,Keokuk,IA,11157,5.6,9.8,2.5,1.6,14.0,41.8,12.3,1239,300,296,638,398,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,25.5,84.3,-1111.1,11.8,1125,2325,241,0.0,26.9,79.6
841,19,109,Kossuth,IA,16142,6.3,11.2,1.6,2.0,13.0,25.1,-1111.1,1641,392,278,936,578,83822,73.0,-1111.1,-1111.1,-1111.1,-1111.1,27.8,75.2,23.1,4.3,1410,3311,280,31.0,55.8,78.4
842,19,111,Lee,IA,36705,7.6,11.2,3.0,1.0,12.1,15.9,16.2,4278,1257,575,2119,1276,3456310,80.7,70.7,37.4,-1111.1,-1111.1,27.8,85.3,22.1,8.8,3731,5828,900,68.1,40.9,76.7
843,19,113,Linn,IA,198903,6.1,9.6,2.0,1.8,7.0,8.8,10.8,12588,5300,2881,11134,7179,2606179,87.0,79.9,48.1,76.1,76.2,19.9,81.9,23.5,6.2,12750,24428,3262,76.4,53.3,79.3
844,19,115,Louisa,IA,11842,5.5,10.4,4.8,1.2,15.3,27.2,12.4,1634,308,234,658,412,2304229,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,28.6,84.0,-1111.1,6.9,1430,1674,211,8.4,16.9,79.6
845,19,117,Lucas,IA,9672,6.0,12.4,2.4,1.7,17.0,26.6,15.0,1407,266,184,555,351,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.7,882,1775,216,20.7,31.0,76.9
846,19,119,Lyon,IA,11750,4.8,9.7,1.4,1.2,12.1,17.4,-1111.1,1672,206,170,651,424,4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,21.7,79.8,25.1,4.8,887,2053,142,17.0,25.5,81.3
847,19,121,Madison,IA,15158,6.2,10.7,1.8,2.1,7.7,22.9,14.7,1275,395,240,853,547,6425,85.6,-1111.1,-1111.1,-1111.1,-1111.1,28.1,79.4,20.1,3.8,1001,1964,243,6.6,19.8,78.0
848,19,123,Mahaska,IA,22364,5.6,9.2,3.8,1.4,11.2,16.8,8.6,2597,544,419,1267,845,66678,86.0,-1111.1,-1111.1,-1111.1,-1111.1,30.5,88.5,24.5,5.1,1663,3424,434,62.6,22.4,79.0
849,19,125,Marion,IA,32984,6.3,10.2,1.9,1.4,8.8,15.0,7.5,3523,740,625,1877,1278,487277,69.7,75.3,40.5,-1111.1,-1111.1,25.4,81.4,28.0,7.2,1678,4870,726,54.6,42.4,78.5
850,19,127,Marshall,IA,39418,6.7,11.1,4.7,1.8,20.2,11.9,10.9,4745,1072,724,2221,1401,141346,78.8,72.9,41.0,74.1,71.6,28.7,81.5,25.4,6.9,4532,6258,858,55.8,48.2,76.1
851,19,129,Mills,IA,15284,6.4,11.0,2.2,1.5,12.8,22.1,11.4,1738,359,468,863,562,-2222,76.7,-1111.1,-1111.1,-1111.1,-1111.1,22.5,75.6,26.2,6.0,931,1831,573,45.8,26.2,76.4
852,19,131,Mitchell,IA,10919,4.6,9.9,2.6,1.9,24.0,25.8,11.7,1173,242,149,618,387,23,83.1,-1111.1,-1111.1,-1111.1,-1111.1,22.3,-1111.1,28.5,4.6,937,2343,182,18.3,36.6,79.2
853,19,133,Monona,IA,9520,5.5,10.6,4.1,1.0,9.7,36.7,14.8,1267,290,166,560,330,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,85.3,-1111.1,10.0,1019,2101,210,52.5,52.5,77.5
854,19,135,Monroe,IA,7835,7.2,11.1,4.2,1.3,15.4,28.6,23.0,972,213,147,447,277,1066979,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.1,714,1411,194,12.8,25.5,76.9
855,19,137,Montgomery,IA,11313,7.2,12.9,3.5,1.2,11.2,22.5,15.7,1464,279,181,647,381,9216,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,30.8,83.5,33.3,13.2,1126,2196,313,53.0,44.2,77.0
856,19,139,Muscatine,IA,42756,5.4,9.6,4.9,1.2,10.5,16.1,8.1,5618,1000,820,2382,1549,10225337,79.1,84.7,49.1,-1111.1,-1111.1,26.7,82.9,23.2,5.7,4804,5515,904,42.1,39.8,78.4
857,19,141,O'Brien,IA,14414,3.8,9.0,2.7,1.6,7.6,19.5,10.4,1959,315,237,840,519,141400,81.6,-1111.1,-1111.1,-1111.1,-1111.1,24.1,82.8,25.8,3.7,946,3138,327,48.6,34.7,79.3
858,19,143,Osceola,IA,6694,5.4,11.6,3.3,1.7,11.0,26.5,15.6,887,151,106,383,236,110553,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,88.9,-1111.1,13.3,653,1280,98,29.9,14.9,79.3
859,19,145,Page,IA,16253,7.6,13.3,3.6,1.0,11.0,22.1,11.6,1678,342,226,954,593,-2222,77.8,-1111.1,-1111.1,-1111.1,80.6,27.8,79.8,30.5,5.1,1388,3193,433,67.7,61.5,77.0
860,19,147,Palo Alto,IA,9697,6.0,10.1,2.0,1.4,9.3,21.4,-1111.1,1078,219,202,559,368,180854,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,87.3,-1111.1,8.7,921,2109,214,30.9,20.6,78.4
861,19,149,Plymouth,IA,24958,5.8,11.0,2.1,1.6,7.6,16.4,9.1,2106,542,486,1401,922,100,83.2,-1111.1,32.5,-1111.1,-1111.1,21.6,85.4,21.1,7.5,1605,3813,385,48.1,40.1,78.5
862,19,151,Pocahontas,IA,7930,5.2,11.0,2.6,1.5,10.3,21.6,14.4,765,179,119,465,280,37434,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1.7,691,1906,159,25.2,50.4,79.2
863,19,153,Polk,IA,401006,6.8,11.9,2.8,1.6,10.0,10.6,11.3,31298,9932,5232,22249,14321,891577,88.1,81.1,48.0,72.4,76.5,21.3,82.8,21.8,6.5,34335,41609,6931,74.3,53.1,77.9
864,19,155,Pottawattamie,IA,89738,7.7,13.0,4.1,1.4,15.7,15.9,13.2,9697,2624,1993,5041,3258,3335713,80.7,79.3,37.3,65.4,75.7,26.3,82.5,28.0,8.3,8821,12089,2177,51.3,34.5,76.1
865,19,157,Poweshiek,IA,18925,5.6,9.7,3.6,1.5,8.6,20.3,10.6,1664,498,286,1102,783,25196,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,23.5,79.4,33.8,7.3,1311,3266,328,79.3,42.3,78.5
866,19,159,Ringgold,IA,5273,7.5,11.0,4.3,0.5,14.2,-1111.1,-1111.1,642,119,110,307,186,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.1,679,1102,109,19.0,19.0,77.8
867,19,161,Sac,IA,10621,6.5,10.1,3.2,1.8,11.6,29.8,12.5,1188,249,231,619,380,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,28.0,81.2,26.1,4.9,1138,2461,193,37.7,37.7,78.5
868,19,163,Scott,IA,160998,7.1,11.6,4.0,1.7,14.8,11.2,10.9,14582,4250,2842,8983,5965,813333,86.3,83.0,50.1,73.4,68.3,20.1,81.3,23.7,6.9,15478,18923,3146,72.1,55.9,77.3
869,19,165,Shelby,IA,12634,7.2,11.7,2.2,1.9,8.9,15.6,11.6,1185,287,189,727,451,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,22.9,78.7,29.0,2.7,987,2475,247,39.6,31.7,78.9
870,19,167,Sioux,IA,32277,4.2,9.8,1.9,1.6,9.9,17.5,7.2,3763,582,386,1770,1408,91019,84.8,-1111.1,37.3,-1111.1,-1111.1,21.5,83.5,16.5,4.3,2348,4706,370,49.6,34.1,81.3
871,19,169,Story,IA,79952,5.3,8.4,0.8,2.1,6.5,11.7,6.1,2851,1527,1249,4757,4542,556156,86.2,84.8,62.8,71.9,79.8,14.8,79.9,15.5,4.5,5642,8169,851,75.0,37.5,81.0
872,19,171,Tama,IA,17919,5.7,9.7,4.3,1.1,17.5,34.5,17.0,1910,540,411,1006,644,16,82.3,82.6,-1111.1,-1111.1,-1111.1,22.8,80.1,23.9,5.2,1837,3263,276,27.9,33.5,78.5
873,19,173,Taylor,IA,6614,7.6,11.2,3.2,0.9,14.2,25.0,11.3,794,140,125,384,229,35012,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,29.0,85.8,26.2,10.6,955,1453,142,0.0,30.2,77.8
874,19,175,Union,IA,11972,7.1,10.4,2.7,1.1,14.0,25.5,17.9,1090,340,215,693,411,60686,76.8,-1111.1,-1111.1,-1111.1,-1111.1,23.8,78.2,28.1,7.9,1099,2314,334,41.8,41.8,77.7
875,19,177,Van Buren,IA,7786,5.0,9.1,3.7,2.2,22.8,42.2,15.8,948,211,163,452,281,750,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.3,10.6,859,1599,203,12.8,12.8,78.0
876,19,179,Wapello,IA,35965,7.5,12.6,4.5,1.1,18.3,12.6,12.4,4560,1134,691,2057,1319,1006126,71.9,-1111.1,28.2,-1111.1,-1111.1,27.6,79.8,27.2,6.2,3982,6084,1212,89.0,44.5,77.1
877,19,181,Warren,IA,42981,5.9,11.3,2.4,1.5,6.6,8.5,14.2,2830,970,579,2431,1679,-2222,84.9,74.3,39.8,71.8,75.3,21.1,81.7,26.8,6.1,2789,4561,619,16.3,25.6,78.8
878,19,183,Washington,IA,21457,5.6,9.1,2.0,2.3,15.9,17.4,11.5,2566,502,299,1207,756,135,79.5,-1111.1,-1111.1,-1111.1,-1111.1,22.4,82.7,23.4,4.2,2006,3710,376,46.6,37.3,79.6
879,19,185,Wayne,IA,6601,7.7,12.3,4.4,1.6,16.7,57.5,-1111.1,755,156,162,384,234,7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,12.0,842,1519,164,30.3,15.1,76.9
880,19,187,Webster,IA,39003,5.9,11.9,3.2,1.5,14.8,16.2,11.0,4107,924,738,2208,1489,458520,73.3,76.3,40.4,68.1,75.8,28.2,83.0,31.5,9.8,3832,6612,1080,48.7,59.0,77.5
881,19,189,Winnebago,IA,11351,6.4,10.1,3.7,1.1,17.3,26.7,10.3,1003,292,164,656,421,48051,85.4,-1111.1,-1111.1,-1111.1,-1111.1,18.2,76.4,23.8,7.7,905,2270,197,35.2,61.7,78.9
882,19,191,Winneshiek,IA,21234,5.0,8.2,1.7,1.8,14.0,15.8,4.5,2116,553,291,1242,980,2794,82.1,-1111.1,-1111.1,-1111.1,-1111.1,29.3,78.3,19.2,4.6,1287,3182,278,75.4,47.1,80.8
883,19,193,Woodbury,IA,102605,7.0,13.6,3.7,1.4,10.9,13.8,14.0,12269,2887,2984,5560,3731,6608454,81.2,75.1,36.7,66.8,78.2,26.1,82.9,23.9,4.6,13112,13387,2292,67.2,43.9,77.3
884,19,195,Worth,IA,7768,7.9,10.1,3.1,1.5,15.1,19.7,20.9,780,230,213,452,270,160215,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,25.1,-1111.1,22.9,8.1,556,1346,126,38.6,25.7,77.8
885,19,197,Wright,IA,13647,6.5,10.3,3.1,1.5,18.2,27.0,8.9,1494,333,196,784,477,579347,78.1,-1111.1,-1111.1,-1111.1,-1111.1,29.0,81.2,25.2,6.4,1314,2876,274,36.6,51.3,78.6
886,20,1,Allen,KS,13787,6.2,10.6,6.5,0.9,12.7,18.7,19.5,1572,395,403,871,686,76163,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,33.1,-1111.1,-1111.1,8.2,1792,2405,369,14.5,43.5,76.4
